Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Japan,Toyota,57,Moderate,1,Good,52,Moderate,2,Good,57,Moderate
United States of America,Tullahoma,39,Good,1,Good,19,Good,6,Good,39,Good
Sweden,Uddevalla,37,Good,0,Good,37,Good,1,Good,18,Good
Madagascar,Toamasina,24,Good,0,Good,24,Good,0,Good,10,Good
Germany,Erlangen,44,Good,1,Good,35,Good,2,Good,44,Good
Mexico,Escuinapa,51,Moderate,1,Good,18,Good,1,Good,51,Moderate
Philippines,Estancia,51,Moderate,1,Good,23,Good,0,Good,51,Moderate
United States of America,Evanston,61,Moderate,2,Good,26,Good,18,Good,61,Moderate
United States of America,Evanston,61,Moderate,2,Good,26,Good,18,Good,61,Moderate
Spain,Felanitx,66,Moderate,1,Good,66,Moderate,1,Good,28,Good
France,Forbach,52,Moderate,1,Good,27,Good,3,Good,52,Moderate
,Folkestone,50,Good,0,Good,36,Good,1,Good,50,Good
Germany,Hirschaid,46,Good,1,Good,34,Good,2,Good,46,Good
United States of America,Holiday,58,Moderate,1,Good,22,Good,8,Good,58,Moderate
Mongolia,Hovd,100,Unhealthy for Sensitive Groups,0,Good,34,Good,0,Good,100,Unhealthy for Sensitive Groups
Brazil,Igarassu,27,Good,0,Good,23,Good,1,Good,27,Good
France,Albert,51,Moderate,1,Good,22,Good,4,Good,51,Moderate
Russian Federation,Angarsk,49,Good,1,Good,49,Good,1,Good,23,Good
Brazil,Araguatins,37,Good,1,Good,8,Good,0,Good,37,Good
Italy,Ariano Irpino,41,Good,1,Good,41,Good,3,Good,36,Good
Australia,Armidale,26,Good,0,Good,26,Good,0,Good,3,Good
Russian Federation,Atkarsk,36,Good,1,Good,36,Good,0,Good,35,Good
Mexico,Atlautla,243,Very Unhealthy,5,Good,1,Good,20,Good,243,Very Unhealthy
France,Aubenas,37,Good,1,Good,26,Good,2,Good,37,Good
Brazil,Baependi,43,Good,1,Good,11,Good,2,Good,43,Good
Italy,Barrafranca,57,Moderate,2,Good,33,Good,4,Good,57,Moderate
Dominican Republic,Bayaguana,129,Unhealthy for Sensitive Groups,4,Good,2,Good,17,Good,129,Unhealthy for Sensitive Groups
Spain,Benavente,28,Good,1,Good,28,Good,2,Good,16,Good
Spain,Benavente,28,Good,1,Good,28,Good,2,Good,16,Good
Brazil,Bezerros,45,Good,1,Good,13,Good,3,Good,45,Good
Poland,Bielsk Podlaski,37,Good,0,Good,37,Good,0,Good,32,Good
Belgium,Boom,41,Good,1,Good,28,Good,4,Good,41,Good
Netherlands,Boxmeer,38,Good,0,Good,31,Good,2,Good,38,Good
United States of America,Boynton Beach,52,Moderate,1,Good,14,Good,9,Good,52,Moderate
United States of America,Broomall,60,Moderate,2,Good,16,Good,18,Good,60,Moderate
United Republic of Tanzania,Bukoba,37,Good,1,Good,18,Good,0,Good,37,Good
Poland,Bukowno,99,Moderate,2,Good,28,Good,6,Good,99,Moderate
Italy,Carmiano,56,Moderate,1,Good,56,Moderate,1,Good,16,Good
United Kingdom of Great Britain and Northern Ireland,Castleford,29,Good,0,Good,29,Good,3,Good,25,Good
United States of America,Central Islip,60,Moderate,2,Good,14,Good,23,Good,60,Moderate
Russian Federation,Volgorechensk,58,Moderate,1,Good,22,Good,8,Good,58,Moderate
United States of America,Welby,77,Moderate,2,Good,5,Good,16,Good,77,Moderate
United States of America,West Chester,55,Moderate,2,Good,18,Good,17,Good,55,Moderate
Germany,Witzenhausen,46,Good,1,Good,27,Good,3,Good,46,Good
Japan,Yonezawa,38,Good,1,Good,38,Good,1,Good,11,Good
Uruguay,Young,11,Good,0,Good,11,Good,1,Good,11,Good
Uruguay,Young,11,Good,0,Good,11,Good,1,Good,11,Good
Poland,Zabrze,113,Unhealthy for Sensitive Groups,2,Good,22,Good,12,Good,113,Unhealthy for Sensitive Groups
Mexico,Zimapan,69,Moderate,1,Good,22,Good,7,Good,69,Moderate
Thailand,Tha Bo,46,Good,0,Good,25,Good,0,Good,46,Good
Brazil,Timon,67,Moderate,2,Good,4,Good,4,Good,67,Moderate
Japan,Tokoname,44,Good,1,Good,44,Good,1,Good,19,Good
Colombia,Toro,87,Moderate,3,Good,2,Good,7,Good,87,Moderate
Colombia,Toro,87,Moderate,3,Good,2,Good,7,Good,87,Moderate
Ecuador,Tosagua,28,Good,1,Good,20,Good,1,Good,28,Good
Japan,Toyonaka,43,Good,1,Good,43,Good,1,Good,17,Good
United States of America,Twin Falls,27,Good,1,Good,27,Good,2,Good,16,Good
Germany,Uetersen,33,Good,0,Good,33,Good,1,Good,30,Good
Montenegro,Ulcinj,52,Moderate,1,Good,43,Good,0,Good,52,Moderate
United States of America,University City,89,Moderate,2,Good,10,Good,20,Good,89,Moderate
Argentina,Ushuaia,13,Good,0,Good,13,Good,0,Good,0,Good
United States of America,Vestavia Hills,71,Moderate,1,Good,13,Good,10,Good,71,Moderate
Mexico,Vicente Guerrero,36,Good,1,Good,36,Good,0,Good,13,Good
Mexico,Vicente Guerrero,36,Good,1,Good,36,Good,0,Good,13,Good
United States of America,Vidalia,46,Good,1,Good,32,Good,2,Good,46,Good
Italy,Altavilla Vicentina,63,Moderate,1,Good,30,Good,5,Good,63,Moderate
United States of America,Alvin,30,Good,0,Good,22,Good,4,Good,30,Good
United Kingdom of Great Britain and Northern Ireland,Amersham,34,Good,1,Good,12,Good,9,Good,34,Good
Madagascar,Amparafaravola,22,Good,0,Good,22,Good,0,Good,10,Good
Mexico,Anenecuilco,91,Moderate,2,Good,8,Good,10,Good,91,Moderate
China,Anlu,178,Unhealthy,4,Good,178,Unhealthy,2,Good,142,Unhealthy for Sensitive Groups
Germany,Apolda,32,Good,0,Good,28,Good,2,Good,32,Good
Portugal,Arcozelo,36,Good,1,Good,24,Good,4,Good,36,Good
Israel,Ashqelon,65,Moderate,1,Good,46,Good,3,Good,65,Moderate
Spain,Ayamonte,31,Good,0,Good,31,Good,1,Good,14,Good
Colombia,Chivolo,68,Moderate,2,Good,9,Good,6,Good,68,Moderate
Italy,Crema,97,Moderate,1,Good,34,Good,6,Good,97,Moderate
United Republic of Tanzania,Tabora,17,Good,0,Good,16,Good,0,Good,17,Good
United States of America,Talladega,111,Unhealthy for Sensitive Groups,3,Good,10,Good,15,Good,111,Unhealthy for Sensitive Groups
Germany,Friedland,46,Good,1,Good,28,Good,2,Good,46,Good
Turkey,Hakkari,87,Moderate,0,Good,37,Good,0,Good,87,Moderate
India,Mungeli,160,Unhealthy,1,Good,44,Good,0,Good,160,Unhealthy
United States of America,Murrieta,70,Moderate,2,Good,4,Good,20,Good,70,Moderate
Oman,Muscat,155,Unhealthy,2,Good,155,Unhealthy,5,Good,139,Unhealthy for Sensitive Groups
Japan,Nagareyama,68,Moderate,1,Good,68,Moderate,3,Good,31,Good
Germany,Neuenrade,29,Good,0,Good,27,Good,1,Good,29,Good
United Republic of Tanzania,Ngudu,29,Good,0,Good,13,Good,0,Good,29,Good
Ukraine,Nizhyn,60,Moderate,1,Good,27,Good,1,Good,60,Moderate
Central African Republic,Nola,78,Moderate,3,Good,8,Good,0,Good,78,Moderate
Central African Republic,Nola,78,Moderate,3,Good,8,Good,0,Good,78,Moderate
United States of America,North Lauderdale,54,Moderate,1,Good,12,Good,13,Good,54,Moderate
United States of America,North Little Rock,56,Moderate,1,Good,26,Good,4,Good,56,Moderate
United States of America,Northborough,49,Good,1,Good,34,Good,4,Good,49,Good
Switzerland,Oftringen,42,Good,1,Good,21,Good,3,Good,42,Good
Indonesia,Langsa,72,Moderate,1,Good,38,Good,0,Good,72,Moderate
Russian Federation,Lgov,54,Moderate,1,Good,34,Good,0,Good,54,Moderate
Austria,Lienz,50,Good,1,Good,28,Good,1,Good,50,Good
China,Linhai,161,Unhealthy,3,Good,161,Unhealthy,1,Good,116,Unhealthy for Sensitive Groups
Germany,Ludwigsburg,31,Good,1,Good,27,Good,2,Good,31,Good
Paraguay,Luque,36,Good,1,Good,19,Good,1,Good,36,Good
India,Madukkarai,60,Moderate,0,Good,24,Good,1,Good,60,Moderate
India,Talwandi Bhai,198,Unhealthy,2,Good,160,Unhealthy,1,Good,198,Unhealthy
Brazil,Tapejara,18,Good,0,Good,18,Good,0,Good,14,Good
Brazil,Tapejara,18,Good,0,Good,18,Good,0,Good,14,Good
Mexico,Tequixquiac,156,Unhealthy,2,Good,12,Good,10,Good,156,Unhealthy
Botswana,Thamaga,59,Moderate,1,Good,16,Good,0,Good,59,Moderate
Myanmar,Thaton,54,Moderate,0,Good,22,Good,0,Good,54,Moderate
Japan,Tonami,45,Good,1,Good,45,Good,0,Good,27,Good
Sweden,Mariestad,29,Good,1,Good,25,Good,1,Good,29,Good
Zambia,Mbala,22,Good,0,Good,15,Good,0,Good,22,Good
Russian Federation,Mednogorsk,35,Good,1,Good,35,Good,0,Good,22,Good
United States of America,Mendota Heights,53,Moderate,1,Good,39,Good,4,Good,53,Moderate
,Milazzo,63,Moderate,1,Good,48,Good,0,Good,63,Moderate
Italy,Montescaglioso,54,Moderate,1,Good,39,Good,2,Good,54,Moderate
Democratic Republic of the Congo,Tshikapa,392,Hazardous,23,Good,37,Good,18,Good,392,Hazardous
United States of America,Tuscaloosa,66,Moderate,1,Good,21,Good,2,Good,66,Moderate
United States of America,Twentynine Palms,36,Good,1,Good,27,Good,4,Good,36,Good
Russian Federation,Uray,33,Good,1,Good,33,Good,0,Good,22,Good
France,Vauvert,42,Good,1,Good,32,Good,1,Good,42,Good
Belgium,Veurne,31,Good,0,Good,31,Good,1,Good,30,Good
Russian Federation,Chaykovskiy,26,Good,1,Good,26,Good,0,Good,13,Good
India,Chidambaram,82,Moderate,1,Good,41,Good,1,Good,82,Moderate
Guatemala,Chiquimulilla,90,Moderate,4,Good,2,Good,11,Good,90,Moderate
United States of America,Clearwater,56,Moderate,1,Good,46,Good,4,Good,56,Moderate
United States of America,Rancho Cucamonga,83,Moderate,2,Good,28,Good,17,Good,83,Moderate
Poland,Rawicz,36,Good,1,Good,18,Good,4,Good,36,Good
United States of America,Asheboro,60,Moderate,2,Good,29,Good,7,Good,60,Moderate
Germany,Bad Lippspringe,36,Good,1,Good,36,Good,1,Good,27,Good
United States of America,Bellmore,73,Moderate,2,Good,39,Good,11,Good,73,Moderate
Brazil,Benevides,55,Moderate,1,Good,9,Good,2,Good,55,Moderate
Germany,Bissendorf,36,Good,1,Good,36,Good,2,Good,24,Good
United Kingdom of Great Britain and Northern Ireland,Bletchley,28,Good,0,Good,28,Good,1,Good,25,Good
United States of America,Brecksville,48,Good,1,Good,31,Good,8,Good,48,Good
Nigeria,Calabar,69,Moderate,3,Good,22,Good,2,Good,69,Moderate
Brazil,Campo Bom,52,Moderate,1,Good,15,Good,4,Good,52,Moderate
Brazil,Cariacica,50,Good,1,Good,10,Good,3,Good,50,Good
Colombia,Aguazul,44,Good,1,Good,2,Good,2,Good,44,Good
Germany,Aichach,30,Good,0,Good,30,Good,1,Good,29,Good
China,Aksu,154,Unhealthy,1,Good,46,Good,0,Good,154,Unhealthy
Turkey,Aliaga,55,Moderate,1,Good,49,Good,4,Good,55,Moderate
China,Anda,116,Unhealthy for Sensitive Groups,3,Good,116,Unhealthy for Sensitive Groups,1,Good,103,Unhealthy for Sensitive Groups
China,Anda,116,Unhealthy for Sensitive Groups,3,Good,116,Unhealthy for Sensitive Groups,1,Good,103,Unhealthy for Sensitive Groups
China,Anda,116,Unhealthy for Sensitive Groups,3,Good,116,Unhealthy for Sensitive Groups,1,Good,103,Unhealthy for Sensitive Groups
Mexico,Apan,224,Very Unhealthy,2,Good,8,Good,9,Good,224,Very Unhealthy
Italy,Saronno,66,Moderate,1,Good,36,Good,4,Good,66,Moderate
Ukraine,Sartana,37,Good,1,Good,37,Good,2,Good,35,Good
India,Sidlaghatta,44,Good,0,Good,22,Good,1,Good,44,Good
Indonesia,Solok,61,Moderate,1,Good,32,Good,0,Good,61,Moderate
Belgium,Spa,30,Good,0,Good,25,Good,2,Good,30,Good
Slovenia,Trbovlje,67,Moderate,1,Good,41,Good,1,Good,67,Moderate
Brazil,Tuntum,40,Good,1,Good,5,Good,1,Good,40,Good
Honduras,Tegucigalpa,50,Good,1,Good,9,Good,3,Good,50,Good
Germany,Templin,53,Moderate,1,Good,35,Good,2,Good,53,Moderate
New Zealand,Timaru,13,Good,0,Good,10,Good,2,Good,13,Good
Canada,Grande Prairie,34,Good,0,Good,34,Good,0,Good,27,Good
United States of America,Great Bend,58,Moderate,1,Good,18,Good,5,Good,58,Moderate
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate
South Africa,Grahamstown,66,Moderate,3,Good,33,Good,1,Good,66,Moderate
Germany,Greiz,31,Good,0,Good,28,Good,1,Good,31,Good
Italy,Grottaferrata,47,Good,1,Good,43,Good,4,Good,47,Good
Russian Federation,Gubakha,29,Good,1,Good,27,Good,0,Good,29,Good
United Republic of Tanzania,Kilindoni,36,Good,0,Good,24,Good,0,Good,36,Good
Russian Federation,Kinel,35,Good,1,Good,35,Good,0,Good,18,Good
Ghana,Koforidua,106,Unhealthy for Sensitive Groups,2,Good,14,Good,2,Good,106,Unhealthy for Sensitive Groups
Japan,Ichinoseki,40,Good,1,Good,40,Good,0,Good,22,Good
United States of America,Indio,61,Moderate,1,Good,32,Good,4,Good,61,Moderate
,Ishikari,26,Good,1,Good,26,Good,3,Good,21,Good
,Isla Vista,39,Good,2,Good,33,Good,8,Good,39,Good
Netherlands,Valkenswaard,51,Moderate,1,Good,20,Good,8,Good,51,Moderate
Netherlands,Veldhoven,45,Good,1,Good,25,Good,7,Good,45,Good
United States of America,Vernon Hills,61,Moderate,2,Good,13,Good,19,Good,61,Moderate
Switzerland,Versoix,62,Moderate,1,Good,30,Good,1,Good,62,Moderate
Italy,Zevio,72,Moderate,1,Good,36,Good,3,Good,72,Moderate
Czechia,Znojmo,77,Moderate,1,Good,37,Good,1,Good,77,Moderate
Spain,Blanes,41,Good,1,Good,23,Good,5,Good,41,Good
Ghana,Bolgatanga,52,Moderate,2,Good,11,Good,1,Good,52,Moderate
United States of America,Castle Rock,67,Moderate,1,Good,13,Good,10,Good,67,Moderate
United States of America,Central Falls,47,Good,1,Good,33,Good,5,Good,47,Good
United States of America,Gaffney,67,Moderate,2,Good,26,Good,10,Good,67,Moderate
India,Garulia,216,Very Unhealthy,4,Good,96,Moderate,5,Good,216,Very Unhealthy
Germany,Geilenkirchen,35,Good,1,Good,22,Good,4,Good,35,Good
France,Colmar,43,Good,1,Good,23,Good,2,Good,43,Good
United States of America,Cornelius,40,Good,1,Good,24,Good,7,Good,40,Good
United States of America,Cornelius,40,Good,1,Good,24,Good,7,Good,40,Good
United Kingdom of Great Britain and Northern Ireland,Cowdenbeath,36,Good,1,Good,20,Good,8,Good,36,Good
Brazil,Crato,32,Good,0,Good,12,Good,1,Good,32,Good
Brazil,Crato,32,Good,0,Good,12,Good,1,Good,32,Good
United States of America,Cabot,58,Moderate,1,Good,25,Good,4,Good,58,Moderate
United States of America,Calverton,53,Moderate,1,Good,32,Good,5,Good,53,Moderate
Spain,Cambados,35,Good,0,Good,28,Good,1,Good,35,Good
Italy,Eraclea,48,Good,1,Good,48,Good,1,Good,40,Good
United States of America,Beeville,36,Good,0,Good,21,Good,1,Good,36,Good
India,Begamganj,154,Unhealthy,1,Good,37,Good,0,Good,154,Unhealthy
Russian Federation,Belokurikha,35,Good,1,Good,35,Good,0,Good,19,Good
Belgium,Berlaar,37,Good,0,Good,26,Good,4,Good,37,Good
India,Bhatkal,72,Moderate,0,Good,23,Good,0,Good,72,Moderate
Hungary,Debrecen,70,Moderate,1,Good,31,Good,2,Good,70,Moderate
Mexico,Degollado,42,Good,1,Good,8,Good,4,Good,42,Good
Turkey,Denizli,50,Good,1,Good,40,Good,1,Good,50,Good
Russian Federation,Dobryanka,42,Good,1,Good,25,Good,2,Good,42,Good
Czechia,Olomouc,52,Moderate,1,Good,26,Good,2,Good,52,Moderate
Colombia,Orito,38,Good,1,Good,3,Good,2,Good,38,Good
India,Paithan,120,Unhealthy for Sensitive Groups,1,Good,34,Good,0,Good,120,Unhealthy for Sensitive Groups
France,Papeete,32,Good,0,Good,32,Good,0,Good,13,Good
Brazil,Peabiru,13,Good,1,Good,9,Good,0,Good,13,Good
India,Peddapalli,140,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,140,Unhealthy for Sensitive Groups
United States of America,Pendleton,30,Good,1,Good,22,Good,4,Good,30,Good
Russian Federation,Perm,44,Good,1,Good,25,Good,2,Good,44,Good
France,Plaisir,31,Good,1,Good,29,Good,2,Good,31,Good
United States of America,Pompton Lakes,57,Moderate,1,Good,30,Good,8,Good,57,Moderate
Colombia,Ponedera,95,Moderate,2,Good,11,Good,5,Good,95,Moderate
Italy,Pordenone,62,Moderate,1,Good,38,Good,3,Good,62,Moderate
United States of America,Port Washington,68,Moderate,1,Good,22,Good,16,Good,68,Moderate
United States of America,Port Washington,68,Moderate,1,Good,22,Good,16,Good,68,Moderate
,Wewak,14,Good,0,Good,14,Good,0,Good,9,Good
United States of America,Yauco,82,Moderate,0,Good,22,Good,0,Good,82,Moderate
Russian Federation,Yefremov,50,Good,1,Good,30,Good,0,Good,50,Good
Russian Federation,Yeniseysk,27,Good,1,Good,27,Good,0,Good,17,Good
,Ystad,37,Good,1,Good,37,Good,1,Good,30,Good
Russian Federation,Vladimir,30,Good,1,Good,30,Good,2,Good,28,Good
Russian Federation,Voronezh,52,Moderate,1,Good,28,Good,3,Good,52,Moderate
Russian Federation,Voskresensk,40,Good,1,Good,35,Good,5,Good,40,Good
Netherlands,Waalre,28,Good,0,Good,28,Good,2,Good,28,Good
United States of America,Wadsworth,51,Moderate,1,Good,41,Good,2,Good,51,Moderate
United States of America,Wakefield,50,Good,1,Good,36,Good,4,Good,50,Good
United States of America,Wakefield,50,Good,1,Good,36,Good,4,Good,50,Good
United States of America,Wakefield,50,Good,1,Good,36,Good,4,Good,50,Good
Netherlands,Woensdrecht,32,Good,0,Good,32,Good,2,Good,28,Good
United Kingdom of Great Britain and Northern Ireland,Kirkintilloch,37,Good,1,Good,37,Good,1,Good,37,Good
Uganda,Kotido,45,Good,1,Good,19,Good,0,Good,45,Good
Germany,Kronshagen,42,Good,1,Good,42,Good,0,Good,26,Good
South Africa,Kroonstad,88,Moderate,2,Good,19,Good,4,Good,88,Moderate
Belgium,Kruibeke,47,Good,1,Good,38,Good,2,Good,47,Good
United States of America,Lake Station,62,Moderate,1,Good,35,Good,4,Good,62,Moderate
Botswana,Letlhakane,29,Good,0,Good,29,Good,0,Good,22,Good
United States of America,Levittown,118,Unhealthy for Sensitive Groups,0,Good,29,Good,0,Good,118,Unhealthy for Sensitive Groups
United States of America,Levittown,118,Unhealthy for Sensitive Groups,0,Good,29,Good,0,Good,118,Unhealthy for Sensitive Groups
Philippines,Lucban,74,Moderate,2,Good,22,Good,6,Good,74,Moderate
Ecuador,Machachi,22,Good,1,Good,13,Good,1,Good,22,Good
Japan,Imabari,37,Good,1,Good,37,Good,4,Good,34,Good
Kenya,Isiolo,52,Moderate,1,Good,20,Good,0,Good,52,Moderate
Zambia,Kabwe,27,Good,1,Good,19,Good,0,Good,27,Good
Japan,Gosen,37,Good,1,Good,37,Good,2,Good,14,Good
United States of America,Graham,51,Moderate,1,Good,41,Good,3,Good,51,Moderate
United States of America,Graham,51,Moderate,1,Good,41,Good,3,Good,51,Moderate
United States of America,Graham,51,Moderate,1,Good,41,Good,3,Good,51,Moderate
Russian Federation,Heihe,36,Good,1,Good,36,Good,0,Good,28,Good
Japan,Hirakata,50,Good,1,Good,48,Good,2,Good,50,Good
United States of America,Pearl River,74,Moderate,2,Good,17,Good,19,Good,74,Moderate
France,Perpignan,40,Good,1,Good,33,Good,2,Good,40,Good
Italy,Omegna,49,Good,1,Good,33,Good,1,Good,49,Good
United States of America,Oshkosh,44,Good,1,Good,28,Good,4,Good,44,Good
Croatia,Osijek,62,Moderate,1,Good,44,Good,1,Good,62,Moderate
Italy,Paceco,68,Moderate,1,Good,47,Good,0,Good,68,Moderate
United States of America,Palm Beach Gardens,79,Moderate,2,Good,19,Good,9,Good,79,Moderate
United States of America,Cape Coral,48,Good,1,Good,20,Good,6,Good,48,Good
Italy,Castel Volturno,54,Moderate,1,Good,48,Good,1,Good,54,Moderate
Mexico,Chalco,270,Very Unhealthy,5,Good,1,Good,25,Good,270,Very Unhealthy
Mexico,Chalco,270,Very Unhealthy,5,Good,1,Good,25,Good,270,Very Unhealthy
Cuba,Bayamo,78,Moderate,1,Good,15,Good,5,Good,78,Moderate
,Birkenhead,34,Good,1,Good,34,Good,4,Good,22,Good
Dominican Republic,Bonao,159,Unhealthy,3,Good,5,Good,11,Good,159,Unhealthy
Germany,Bretten,70,Moderate,1,Good,36,Good,2,Good,70,Moderate
Italy,Altopascio,56,Moderate,1,Good,38,Good,4,Good,56,Moderate
France,Auxerre,50,Good,1,Good,30,Good,2,Good,50,Good
United States of America,Avenel,60,Moderate,2,Good,25,Good,13,Good,60,Moderate
Germany,Bad Reichenhall,66,Moderate,1,Good,33,Good,1,Good,66,Moderate
Mexico,La Ceiba,108,Unhealthy for Sensitive Groups,4,Good,5,Good,10,Good,108,Unhealthy for Sensitive Groups
Russian Federation,Konakovo,46,Good,1,Good,27,Good,1,Good,46,Good
Russian Federation,Kondrovo,36,Good,1,Good,30,Good,0,Good,36,Good
United States of America,Schertz,52,Moderate,1,Good,15,Good,4,Good,52,Moderate
Brazil,Serra,53,Moderate,1,Good,14,Good,2,Good,53,Moderate
Israel,Dimona,73,Moderate,1,Good,57,Moderate,1,Good,73,Moderate
France,Douai,50,Good,1,Good,24,Good,4,Good,50,Good
Germany,Duisburg,42,Good,1,Good,29,Good,3,Good,42,Good
United States of America,Eagle,43,Good,1,Good,7,Good,11,Good,43,Good
United States of America,East Moline,40,Good,1,Good,29,Good,5,Good,40,Good
United States of America,Effingham,44,Good,1,Good,44,Good,3,Good,44,Good
Australia,Maryborough,31,Good,0,Good,31,Good,0,Good,10,Good
Australia,Maryborough,31,Good,0,Good,31,Good,0,Good,10,Good
United Republic of Tanzania,Mazinde,26,Good,0,Good,16,Good,0,Good,26,Good
Cuba,Moa,56,Moderate,1,Good,30,Good,1,Good,56,Moderate
Zambia,Mongu,43,Good,1,Good,19,Good,0,Good,43,Good
,Muisne,26,Good,1,Good,20,Good,0,Good,26,Good
United States of America,Nacogdoches,39,Good,1,Good,20,Good,2,Good,39,Good
Denmark,Nakskov,34,Good,0,Good,34,Good,0,Good,33,Good
Germany,Neu Wulmstorf,34,Good,0,Good,34,Good,1,Good,31,Good
Italy,Nocera Inferiore,50,Good,2,Good,40,Good,7,Good,50,Good
Papua New Guinea,Lae,18,Good,0,Good,18,Good,0,Good,11,Good
United Kingdom of Great Britain and Northern Ireland,Letchworth,51,Moderate,1,Good,31,Good,3,Good,51,Moderate
France,Lille,48,Good,1,Good,27,Good,4,Good,48,Good
France,Lille,48,Good,1,Good,27,Good,4,Good,48,Good
China,Linkou,55,Moderate,1,Good,45,Good,0,Good,55,Moderate
Romania,Lipova,69,Moderate,1,Good,39,Good,1,Good,69,Moderate
United States of America,Little Falls,73,Moderate,2,Good,14,Good,21,Good,73,Moderate
United States of America,Little Falls,73,Moderate,2,Good,14,Good,21,Good,73,Moderate
France,Longwy,51,Moderate,1,Good,29,Good,3,Good,51,Moderate
China,Macheng,171,Unhealthy,3,Good,171,Unhealthy,2,Good,103,Unhealthy for Sensitive Groups
Ireland,Malahide,29,Good,0,Good,29,Good,1,Good,18,Good
Brazil,Ipaba,52,Moderate,1,Good,7,Good,3,Good,52,Moderate
United States of America,Irving,68,Moderate,1,Good,16,Good,6,Good,68,Moderate
India,Karera,201,Very Unhealthy,1,Good,44,Good,0,Good,201,Very Unhealthy
India,Kasba,75,Moderate,2,Good,71,Moderate,1,Good,75,Moderate
India,Kasba,75,Moderate,2,Good,71,Moderate,1,Good,75,Moderate
Malawi,Kasungu,47,Good,1,Good,18,Good,0,Good,47,Good
United States of America,Jefferson,50,Good,1,Good,26,Good,11,Good,50,Good
United States of America,Jefferson,50,Good,1,Good,26,Good,11,Good,50,Good
United States of America,Jefferson,50,Good,1,Good,26,Good,11,Good,50,Good
